Episode,Action Sequence
574,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), 3, np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
575,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
576,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
577,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
578,"[0, 2, np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
579,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
580,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
581,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
582,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
583,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
584,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
585,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
586,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, 2, np.int64(3), np.int64(1), np.int64(1)]"
587,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1)]"
588,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
589,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
590,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
591,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
592,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
593,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
594,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
595,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), 3, np.int64(1), np.int64(1), np.int64(1)]"
596,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
597,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
598,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(1)]"
599,"[np.int64(1), 2, 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
600,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
601,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
602,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
603,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), 1]"
604,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
605,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
606,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
607,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
608,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
609,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
610,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
611,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
612,"[np.int64(1), np.int64(3), np.int64(3), 3, 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
613,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
614,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
615,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
616,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
617,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
618,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
619,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
620,"[np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), 2, 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
621,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
622,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
623,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), 1, np.int64(1), np.int64(1)]"
624,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
625,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1)]"
626,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
627,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
628,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
629,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
630,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
631,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
632,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
633,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
634,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), 3, 2, np.int64(3), np.int64(1)]"
635,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
636,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
637,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
638,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), 1, np.int64(1), 1]"
639,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
640,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
641,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
642,"[np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1)]"
643,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
644,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1)]"
645,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
646,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
647,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
648,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1)]"
649,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
650,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
651,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
652,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
653,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
654,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
655,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
656,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
657,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
658,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1)]"
659,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
660,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
661,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
662,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
663,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(1)]"
664,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
665,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
666,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
667,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
668,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
669,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
670,"[2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
671,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
672,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
673,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
674,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
675,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
676,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
677,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), 2, 1, np.int64(3), np.int64(3), np.int64(1)]"
678,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
679,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
680,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1)]"
681,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
682,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
683,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
684,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
685,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
686,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
687,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
688,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
689,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), 3, np.int64(1), np.int64(1)]"
690,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
691,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1)]"
692,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
693,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
694,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
695,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
696,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
697,"[0, 1, np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
698,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
699,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), 0, np.int64(1), 1, np.int64(1), np.int64(1)]"
700,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
701,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
702,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1)]"
703,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
704,"[3, np.int64(1), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
705,"[2, 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, 3, np.int64(1), np.int64(1)]"
706,"[np.int64(1), np.int64(3), 3, 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
707,"[np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
708,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
709,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
710,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
711,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), 2, np.int64(3), np.int64(1)]"
712,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
713,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
714,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
715,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
716,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
717,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
718,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
719,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
720,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
721,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
722,"[np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
723,"[np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
724,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
725,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
726,"[np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
727,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
728,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
729,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
730,"[np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
731,"[np.int64(1), np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
732,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
733,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
734,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
735,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
736,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
737,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
738,"[np.int64(1), np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
739,"[np.int64(1), 1, 2, np.int64(3), 0, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
740,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
741,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
742,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), 0, np.int64(1), np.int64(1)]"
743,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
744,"[0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
745,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
746,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
747,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
748,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
749,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
750,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
751,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
752,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1)]"
753,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
754,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
755,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
756,"[1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
757,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
758,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
759,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1)]"
760,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
761,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
762,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
763,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
764,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(1)]"
765,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
766,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
767,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
768,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(1)]"
769,"[0, 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
770,"[np.int64(1), 3, np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
771,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1)]"
772,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
773,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
774,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
775,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, 1, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
776,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
777,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
778,"[np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
779,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
780,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1)]"
781,"[np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
782,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
783,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1]"
784,"[3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
785,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
